data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
"2018-04-26 10:30:00","The Untouchables",CRIME,"Brian De Palma",1987,119,12,8.5
"2018-04-26 13:30:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,6.5
"2018-04-26 16:00:00","Guardians of the Galaxy Vol. 2",ACTION,"James Gunn",2017,136,12,8.5
"2018-04-27 10:30:00","Jaws",ADVENTURE,"Steven Spielberg",1975,124,12,8.0
"2018-04-27 13:30:00","Manhattan",COMEDY,"Woody Allen",1979,96,16,6.5
"2018-04-27 16:00:00","Airlift",DRAMA,"Raja Menon",2016,130,12,7.0
"2018-04-28 10:00:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,7.0
"2018-04-28 13:00:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,7.5
"2018-04-28 16:00:00","Butch Cassidy and the Sundance Kid",BIOGRAPHY,"George Roy Hill",1969,110,6,6.5
"2018-04-28 19:00:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,8.5
"2018-04-29 10:00:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,8.5
"2018-04-29 12:30:00","The Innocents",HORROR,"Jack Clayton",1961,100,12,8.0
"2018-04-29 15:00:00","Manhattan",COMEDY,"Woody Allen",1979,96,16,7.5
"2018-04-29 17:30:00","Batman: Mask of the Phantasm",ANIMATION,"Kevin Altieri",1993,76,6,6.5
"2018-04-30 10:30:00","Key Largo",ACTION,"John Huston",1948,100,12,8.5
"2018-04-30 13:00:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,8.0
"2018-05-01 10:00:00","Manhattan",COMEDY,"Woody Allen",1979,96,16,7.5
"2018-05-02 10:00:00","Brief Encounter",DRAMA,"David Lean",1945,86,0,6.5
"2018-05-02 12:00:00","Butch Cassidy and the Sundance Kid",BIOGRAPHY,"George Roy Hill",1969,110,6,7.5
"2018-05-02 15:00:00","The Untouchables",CRIME,"Brian De Palma",1987,119,12,8.0
"2018-05-03 10:00:00","The Untouchables",CRIME,"Brian De Palma",1987,119,12,6.5
"2018-05-04 10:00:00","Blood Simple",CRIME,"Joel Coen",1984,99,12,7.0
"2018-05-05 10:00:00","A Bronx Tale",CRIME,"Robert De Niro",1993,121,16,8.5
"2018-05-05 13:00:00","Harold and Maude",COMEDY,"Hal Ashby",1971,91,6,7.0
"2018-05-05 15:30:00","Blood Simple",CRIME,"Joel Coen",1984,99,12,8.0
"2018-05-06 10:30:00","In the Name of the Father",BIOGRAPHY,"Jim Sheridan",1993,133,12,7.0
"2018-05-06 13:30:00","Forrest Gump",DRAMA,"Robert Zemeckis",1994,142,12,8.0
"2018-05-06 16:30:00","Sweet Smell of Success",DRAMA,"Alexander Mackendrick",1957,96,12,8.0
"2018-05-07 10:00:00","Thor: Ragnarok",ACTION,"Taika Waititi",2017,130,12,6.5
"2018-05-07 13:00:00","The Deer Hunter",DRAMA,"Michael Cimino",1978,183,12,8.0
"2018-05-07 17:00:00","The Deer Hunter",DRAMA,"Michael Cimino",1978,183,12,8.5
"2018-05-08 10:30:00","The Grapes of Wrath",DRAMA,"John Ford",1940,129,12,7.0
"2018-05-08 13:30:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,7.0
"2018-05-08 16:30:00","The Untouchables",CRIME,"Brian De Palma",1987,119,12,7.0
"2018-05-09 10:30:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,7.0
"2018-05-09 13:00:00","Airlift",DRAMA,"Raja Menon",2016,130,12,8.0
"2018-05-10 10:30:00","Red River",ACTION,"Howard Hawks",1948,133,12,6.5
"2018-05-10 13:30:00","Manhattan",COMEDY,"Woody Allen",1979,96,16,8.5
"2018-05-10 16:00:00","Jaws",ADVENTURE,"Steven Spielberg",1975,124,12,7.0
"2018-05-11 10:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,8.5
"2018-05-12 10:30:00","Serpico",BIOGRAPHY,"Sidney Lumet",1973,130,12,7.5
"2018-05-12 13:30:00","Batman: Mask of the Phantasm",ANIMATION,"Kevin Altieri",1993,76,6,8.0
"2018-05-12 15:30:00","The Apartment",COMEDY,"Billy Wilder",1960,125,0,6.5
"2018-05-12 18:30:00","Clerks",COMEDY,"Kevin Smith",1994,92,16,10.0
"2018-05-13 10:00:00","Red River",ACTION,"Howard Hawks",1948,133,12,7.5
"2018-05-13 13:00:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,8.0
"2018-05-13 16:00:00","Batman: Mask of the Phantasm",ANIMATION,"Kevin Altieri",1993,76,6,8.0
"2018-05-14 10:00:00","Batman: Mask of the Phantasm",ANIMATION,"Kevin Altieri",1993,76,6,8.0
"2018-05-15 10:00:00","Forrest Gump",DRAMA,"Robert Zemeckis",1994,142,12,6.5
"2018-05-15 13:30:00","Jules et Jim",DRAMA,"François Truffaut",1962,105,12,8.0
"2018-05-16 10:30:00","The Lion King",ANIMATION,"Roger Allers",1994,88,0,6.5
"2018-05-16 13:00:00","Lost Highway",MYSTERY,"David Lynch",1997,134,12,8.0
"2018-05-17 10:30:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,8.0
"2018-05-17 13:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,8.5
"2018-05-17 15:30:00","Batman: Mask of the Phantasm",ANIMATION,"Kevin Altieri",1993,76,6,8.5
"2018-05-18 10:30:00","The Verdict",DRAMA,"Sidney Lumet",1982,129,0,8.0
"2018-05-18 13:30:00","Forrest Gump",DRAMA,"Robert Zemeckis",1994,142,12,8.0
"2018-05-18 17:00:00","Trainspotting",DRAMA,"Danny Boyle",1996,93,12,8.5
"2018-05-19 10:00:00","The Untouchables",CRIME,"Brian De Palma",1987,119,12,6.5
"2018-05-19 13:00:00","The Lion King",ANIMATION,"Roger Allers",1994,88,0,8.5
"2018-05-19 15:30:00","Sling Blade",DRAMA,"Billy Bob Thornton",1996,135,16,7.5
"2018-05-20 10:00:00","Forrest Gump",DRAMA,"Robert Zemeckis",1994,142,12,6.5
"2018-05-20 13:00:00","Trainspotting",DRAMA,"Danny Boyle",1996,93,12,8.5
"2018-05-20 15:30:00","Trainspotting",DRAMA,"Danny Boyle",1996,93,12,7.5
"2018-05-21 10:30:00","Airlift",DRAMA,"Raja Menon",2016,130,12,7.0
"2018-05-21 13:30:00","The Bridges of Madison County",DRAMA,"Clint Eastwood",1995,135,12,8.0
"2018-05-22 10:30:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,8.5
"2018-05-23 10:00:00","Jules et Jim",DRAMA,"François Truffaut",1962,105,12,8.5
"2018-05-24 10:00:00","Trainspotting",DRAMA,"Danny Boyle",1996,93,12,8.5
"2018-05-25 10:30:00","The Untouchables",CRIME,"Brian De Palma",1987,119,12,8.0
"2018-05-25 13:30:00","The Verdict",DRAMA,"Sidney Lumet",1982,129,0,6.5
"2018-05-25 16:30:00","Sling Blade",DRAMA,"Billy Bob Thornton",1996,135,16,7.5
"2018-05-26 10:30:00","The Grapes of Wrath",DRAMA,"John Ford",1940,129,12,8.0
"2018-05-26 13:30:00","Serpico",BIOGRAPHY,"Sidney Lumet",1973,130,12,7.5
"2018-05-26 16:30:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,8.0
"2018-05-27 10:30:00","Clerks",COMEDY,"Kevin Smith",1994,92,16,8.0
"2018-05-27 13:00:00","Blue Velvet",DRAMA,"David Lynch",1986,120,12,8.0
"2018-05-27 16:00:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,7.0
"2018-05-28 10:30:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,8.0
"2018-05-29 10:00:00","Trainspotting",DRAMA,"Danny Boyle",1996,93,12,6.5
"2018-05-29 12:30:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,6.5
"2018-05-30 10:00:00","Batman: Mask of the Phantasm",ANIMATION,"Kevin Altieri",1993,76,6,7.5
"2018-05-31 10:00:00","The Ten Commandments",ADVENTURE,"Cecil B. DeMille",1956,220,0,8.5
"2018-05-31 14:30:00","The Bridges of Madison County",DRAMA,"Clint Eastwood",1995,135,12,8.0
"2018-05-31 17:30:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,8.5
"2018-06-01 10:30:00","Serpico",BIOGRAPHY,"Sidney Lumet",1973,130,12,7.5
"2018-06-02 10:30:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,8.0
"2018-06-02 13:00:00","The Bridges of Madison County",DRAMA,"Clint Eastwood",1995,135,12,8.0
"2018-06-02 16:00:00","The Long Goodbye",COMEDY,"Robert Altman",1973,112,12,7.5
"2018-06-02 18:30:00","The Bridges of Madison County",DRAMA,"Clint Eastwood",1995,135,12,10.0
"2018-06-03 10:00:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,8.0
"2018-06-03 12:30:00","Trainspotting",DRAMA,"Danny Boyle",1996,93,12,6.5
"2018-06-03 15:00:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,6.5
"2018-06-03 17:30:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,8.0
"2018-06-04 10:00:00","The Verdict",DRAMA,"Sidney Lumet",1982,129,0,7.0
"2018-06-05 10:00:00","The Ten Commandments",ADVENTURE,"Cecil B. DeMille",1956,220,0,7.5
"2018-06-05 14:30:00","Airlift",DRAMA,"Raja Menon",2016,130,12,8.5
"2018-06-06 10:30:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,8.5
"2018-06-06 13:00:00","Ikiru",DRAMA,"Akira Kurosawa",1952,143,12,7.0
"2018-06-06 16:00:00","The Long Goodbye",COMEDY,"Robert Altman",1973,112,12,6.5
"2018-06-07 10:30:00","The Long Goodbye",COMEDY,"Robert Altman",1973,112,12,7.0
"2018-06-07 13:30:00","Kurenai no buta",ANIMATION,"Hayao Miyazaki",1992,94,0,7.0
"2018-06-07 16:00:00","The Long Goodbye",COMEDY,"Robert Altman",1973,112,12,6.5
"2018-06-08 10:00:00","The Long Goodbye",COMEDY,"Robert Altman",1973,112,12,7.5
"2018-06-08 12:30:00","Spider-Man: Into the Spider-Verse",ANIMATION,"Bob Persichetti",2018,117,0,8.0
"2018-06-08 15:30:00","The Long Goodbye",COMEDY,"Robert Altman",1973,112,12,8.5
"2018-06-09 10:00:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,8.5
"2018-06-09 12:30:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,6.5
"2018-06-09 15:30:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,7.5
"2018-06-10 10:30:00","The Ten Commandments",ADVENTURE,"Cecil B. DeMille",1956,220,0,8.5
"2018-06-10 15:00:00","The Long Goodbye",COMEDY,"Robert Altman",1973,112,12,7.0
"2018-06-10 18:00:00","Ikiru",DRAMA,"Akira Kurosawa",1952,143,12,8.5
"2018-06-11 10:00:00","Spider-Man: Into the Spider-Verse",ANIMATION,"Bob Persichetti",2018,117,0,7.0
"2018-06-11 13:00:00","Serpico",BIOGRAPHY,"Sidney Lumet",1973,130,12,8.0
"2018-06-11 16:00:00","Blue Velvet",DRAMA,"David Lynch",1986,120,12,7.5
"2018-06-12 10:00:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,7.5
"2018-06-12 13:30:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,8.5
"2018-06-12 17:00:00","The Grapes of Wrath",DRAMA,"John Ford",1940,129,12,6.5
"2018-06-13 10:30:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,6.5
"2018-06-14 10:30:00","Ikiru",DRAMA,"Akira Kurosawa",1952,143,12,8.5
"2018-06-14 13:30:00","Willy Wonka & the Chocolate Factory",FAMILY,"Mel Stuart",1971,100,0,6.5
"2018-06-14 16:00:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,7.0
"2018-06-15 10:30:00","Blue Velvet",DRAMA,"David Lynch",1986,120,12,6.5
"2018-06-15 13:30:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,8.5
"2018-06-15 16:00:00","Rebel Without a Cause",DRAMA,"Nicholas Ray",1955,111,12,8.0
"2018-06-16 10:00:00","The Ten Commandments",ADVENTURE,"Cecil B. DeMille",1956,220,0,7.0
"2018-06-16 14:30:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,8.0
"2018-06-16 17:00:00","Jules et Jim",DRAMA,"François Truffaut",1962,105,12,8.5
"2018-06-17 10:00:00","Ikiru",DRAMA,"Akira Kurosawa",1952,143,12,7.5
"2018-06-17 13:30:00","Willy Wonka & the Chocolate Factory",FAMILY,"Mel Stuart",1971,100,0,6.5
"2018-06-17 16:00:00","The Untouchables",CRIME,"Brian De Palma",1987,119,12,6.5
"2018-06-17 19:00:00","Airlift",DRAMA,"Raja Menon",2016,130,12,9.5
"2018-06-18 10:30:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,8.5
"2018-06-19 10:30:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,8.5
"2018-06-19 13:00:00","Lethal Weapon",ACTION,"Richard Donner",1987,109,12,7.5
"2018-06-19 15:30:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,8.5
"2018-06-20 10:00:00","Nuovo Cinema Paradiso",DRAMA,"Giuseppe Tornatore",1988,155,0,7.0
"2018-06-20 13:30:00","Willy Wonka & the Chocolate Factory",FAMILY,"Mel Stuart",1971,100,0,7.5
"2018-06-21 10:30:00","The Bridges of Madison County",DRAMA,"Clint Eastwood",1995,135,12,6.5
"2018-06-21 13:30:00","Crimes and Misdemeanors",COMEDY,"Woody Allen",1989,104,12,7.5
"2018-06-22 10:30:00","Nuovo Cinema Paradiso",DRAMA,"Giuseppe Tornatore",1988,155,0,7.0
"2018-06-23 10:30:00","The Untouchables",CRIME,"Brian De Palma",1987,119,12,8.0
"2018-06-23 13:30:00","The Bridges of Madison County",DRAMA,"Clint Eastwood",1995,135,12,8.0
"2018-06-23 16:30:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,8.0
"2018-06-23 19:00:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,9.0
"2018-06-24 10:30:00","Rebel Without a Cause",DRAMA,"Nicholas Ray",1955,111,12,7.5
"2018-06-24 13:00:00","Rebel Without a Cause",DRAMA,"Nicholas Ray",1955,111,12,7.5
"2018-06-24 15:30:00","Willy Wonka & the Chocolate Factory",FAMILY,"Mel Stuart",1971,100,0,7.0
"2018-06-24 18:00:00","Malcolm X",BIOGRAPHY,"Spike Lee",1992,202,0,8.5
"2018-06-25 10:30:00","Ikiru",DRAMA,"Akira Kurosawa",1952,143,12,7.5
"2018-06-25 13:30:00","Trainspotting",DRAMA,"Danny Boyle",1996,93,12,8.0
"2018-06-26 10:30:00","Willy Wonka & the Chocolate Factory",FAMILY,"Mel Stuart",1971,100,0,8.0
"2018-06-26 13:00:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,7.5
"2018-06-27 10:00:00","Happiness",COMEDY,"Todd Solondz",1998,134,12,7.0
"2018-06-28 10:30:00","The Bridges of Madison County",DRAMA,"Clint Eastwood",1995,135,12,8.0
"2018-06-29 10:00:00","A Hard Day's Night",COMEDY,"Richard Lester",1964,87,0,7.5
"2018-06-29 12:30:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,8.0
"2018-06-30 10:30:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,7.0
"2018-06-30 13:00:00","Smultronstället",DRAMA,"Ingmar Bergman",1957,91,0,7.0
"2018-06-30 15:30:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,8.5
"2018-07-01 10:00:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,8.0
"2018-07-01 12:30:00","Star Wars: Episode V - The Empire Strikes Back",ACTION,"Irvin Kershner",1980,124,12,6.5
"2018-07-01 15:30:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,7.0
"2018-07-02 10:00:00","Star Wars: Episode V - The Empire Strikes Back",ACTION,"Irvin Kershner",1980,124,12,7.0
"2018-07-03 10:30:00","Planes, Trains & Automobiles",COMEDY,"John Hughes",1987,93,0,8.0
"2018-07-04 10:30:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,8.0
"2018-07-05 10:00:00","The Verdict",DRAMA,"Sidney Lumet",1982,129,0,8.5
"2018-07-05 13:00:00","Planes, Trains & Automobiles",COMEDY,"John Hughes",1987,93,0,8.0
"2018-07-05 15:30:00","Lethal Weapon",ACTION,"Richard Donner",1987,109,12,6.5
"2018-07-06 10:00:00","Smultronstället",DRAMA,"Ingmar Bergman",1957,91,0,6.5
"2018-07-06 12:30:00","Nuovo Cinema Paradiso",DRAMA,"Giuseppe Tornatore",1988,155,0,8.0
"2018-07-06 16:00:00","Planes, Trains & Automobiles",COMEDY,"John Hughes",1987,93,0,7.5
"2018-07-07 10:30:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,7.5
"2018-07-07 13:00:00","Rebel Without a Cause",DRAMA,"Nicholas Ray",1955,111,12,8.5
"2018-07-07 15:30:00","Patton",BIOGRAPHY,"Franklin J. Schaffner",1970,172,0,6.5
"2018-07-08 10:00:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,7.0
"2018-07-08 13:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,7.5
"2018-07-08 15:30:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,8.0
"2018-07-08 17:30:00","Smultronstället",DRAMA,"Ingmar Bergman",1957,91,0,8.5
"2018-07-09 10:30:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,6.5
"2018-07-09 13:00:00","Star Wars: Episode V - The Empire Strikes Back",ACTION,"Irvin Kershner",1980,124,12,6.5
"2018-07-10 10:30:00","Malcolm X",BIOGRAPHY,"Spike Lee",1992,202,0,8.0
"2018-07-10 14:30:00","Star Wars",ACTION,"George Lucas",1977,121,12,8.0
"2018-07-11 10:00:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,7.0
"2018-07-11 12:30:00","Willy Wonka & the Chocolate Factory",FAMILY,"Mel Stuart",1971,100,0,7.5
"2018-07-11 15:00:00","Abre los ojos",DRAMA,"Alejandro Amenábar",1997,119,0,8.5
"2018-07-12 10:00:00","Star Wars",ACTION,"George Lucas",1977,121,12,6.5
"2018-07-12 13:00:00","Hell or High Water",ACTION,"David Mackenzie",2016,102,16,7.0
"2018-07-13 10:30:00","Kimi no na wa.",ANIMATION,"Makoto Shinkai",2016,106,0,7.5
"2018-07-14 10:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,8.0
"2018-07-14 12:30:00","Smultronstället",DRAMA,"Ingmar Bergman",1957,91,0,6.5
"2018-07-14 15:00:00","American History X",DRAMA,"Tony Kaye",1998,119,16,6.5
"2018-07-15 10:30:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,6.5
"2018-07-15 13:00:00","Star Wars: Episode V - The Empire Strikes Back",ACTION,"Irvin Kershner",1980,124,12,7.5
"2018-07-15 16:00:00","A Hard Day's Night",COMEDY,"Richard Lester",1964,87,0,8.0
"2018-07-16 10:00:00","Smultronstället",DRAMA,"Ingmar Bergman",1957,91,0,8.5
"2018-07-16 12:30:00","A Hard Day's Night",COMEDY,"Richard Lester",1964,87,0,7.0
"2018-07-16 15:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,6.5
"2018-07-17 10:00:00","Abre los ojos",DRAMA,"Alejandro Amenábar",1997,119,0,6.5
"2018-07-17 13:00:00","A Night at the Opera",COMEDY,"Sam Wood",1935,96,12,6.5
"2018-07-18 10:30:00","Pâfekuto burû",ANIMATION,"Satoshi Kon",1997,81,12,7.5
"2018-07-18 12:30:00","Die Hard: With a Vengeance",ACTION,"John McTiernan",1995,128,12,7.0
"2018-07-19 10:30:00","Hell or High Water",ACTION,"David Mackenzie",2016,102,16,8.0
"2018-07-20 10:00:00","Abre los ojos",DRAMA,"Alejandro Amenábar",1997,119,0,8.0
"2018-07-20 13:00:00","On the Waterfront",CRIME,"Elia Kazan",1954,108,12,6.5
"2018-07-20 15:30:00","Planes, Trains & Automobiles",COMEDY,"John Hughes",1987,93,0,7.5
"2018-07-21 10:30:00","The Outlaw Josey Wales",WESTERN,"Clint Eastwood",1976,135,12,8.0
"2018-07-21 13:30:00","Dà hóng denglong gaogao guà",DRAMA,"Yimou Zhang",1991,125,6,8.0
"2018-07-21 16:30:00","Die Hard: With a Vengeance",ACTION,"John McTiernan",1995,128,12,7.5
"2018-07-22 10:30:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,7.0
"2018-07-22 13:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,8.5
"2018-07-22 15:30:00","On the Waterfront",CRIME,"Elia Kazan",1954,108,12,8.0
"2018-07-22 18:30:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,8.5
"2018-07-23 10:30:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,7.5
"2018-07-23 14:30:00","Lola rennt",CRIME,"Tom Tykwer",1998,81,12,8.5
"2018-07-24 10:00:00","Smultronstället",DRAMA,"Ingmar Bergman",1957,91,0,7.5
"2018-07-25 10:00:00","Patton",BIOGRAPHY,"Franklin J. Schaffner",1970,172,0,8.5
"2018-07-25 13:30:00","Pâfekuto burû",ANIMATION,"Satoshi Kon",1997,81,12,8.0
"2018-07-25 16:00:00","Abre los ojos",DRAMA,"Alejandro Amenábar",1997,119,0,6.5
"2018-07-26 10:00:00","The Goonies",ADVENTURE,"Richard Donner",1985,114,0,8.5
"2018-07-26 13:00:00","Dà hóng denglong gaogao guà",DRAMA,"Yimou Zhang",1991,125,6,8.0
"2018-07-27 10:00:00","American History X",DRAMA,"Tony Kaye",1998,119,16,7.5
"2018-07-28 10:30:00","This Is Spinal Tap",COMEDY,"Rob Reiner",1984,82,16,7.0
"2018-07-28 13:00:00","The Truman Show",COMEDY,"Peter Weir",1998,103,0,7.0
"2018-07-28 15:30:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,7.0
"2018-07-29 10:30:00","A Night at the Opera",COMEDY,"Sam Wood",1935,96,12,7.0
"2018-07-29 13:00:00","This Is Spinal Tap",COMEDY,"Rob Reiner",1984,82,16,8.0
"2018-07-29 15:00:00","This Is Spinal Tap",COMEDY,"Rob Reiner",1984,82,16,7.5
"2018-07-30 10:30:00","Hell or High Water",ACTION,"David Mackenzie",2016,102,16,7.0
"2018-07-30 13:00:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,8.0
"2018-07-31 10:30:00","Planes, Trains & Automobiles",COMEDY,"John Hughes",1987,93,0,8.0
"2018-07-31 13:00:00","Kimi no na wa.",ANIMATION,"Makoto Shinkai",2016,106,0,8.5
"2018-07-31 15:30:00","The Truman Show",COMEDY,"Peter Weir",1998,103,0,7.0
"2018-08-01 10:30:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,8.0
"2018-08-01 13:00:00","Malcolm X",BIOGRAPHY,"Spike Lee",1992,202,0,6.5
"2018-08-02 10:30:00","The Outlaw Josey Wales",WESTERN,"Clint Eastwood",1976,135,12,6.5
"2018-08-02 13:30:00","La haine",CRIME,"Mathieu Kassovitz",1995,98,12,8.5
"2018-08-02 16:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,8.0
"2018-08-03 10:00:00","Star Wars",ACTION,"George Lucas",1977,121,12,7.0
"2018-08-03 13:00:00","Bringing Up Baby",COMEDY,"Howard Hawks",1938,102,12,8.0
"2018-08-04 10:30:00","Hell or High Water",ACTION,"David Mackenzie",2016,102,16,8.0
"2018-08-04 13:00:00","The Goonies",ADVENTURE,"Richard Donner",1985,114,0,6.5
"2018-08-04 15:30:00","Smultronstället",DRAMA,"Ingmar Bergman",1957,91,0,8.0
"2018-08-05 10:30:00","Hell or High Water",ACTION,"David Mackenzie",2016,102,16,8.5
"2018-08-05 13:00:00","This Is Spinal Tap",COMEDY,"Rob Reiner",1984,82,16,8.0
"2018-08-05 15:30:00","Bound by Honor",CRIME,"Taylor Hackford",1993,180,16,7.5
"2018-08-05 19:30:00","Die Hard: With a Vengeance",ACTION,"John McTiernan",1995,128,12,9.5
"2018-08-06 10:00:00","Star Wars",ACTION,"George Lucas",1977,121,12,7.5
"2018-08-07 10:00:00","Airlift",DRAMA,"Raja Menon",2016,130,12,8.5
"2018-08-07 13:00:00","The Goonies",ADVENTURE,"Richard Donner",1985,114,0,8.0
"2018-08-08 10:00:00","Heat",CRIME,"Michael Mann",1995,170,12,7.0
"2018-08-08 13:30:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,6.5
"2018-08-08 17:00:00","Au revoir les enfants",DRAMA,"Louis Malle",1987,104,0,7.5
"2018-08-09 10:00:00","Star Wars",ACTION,"George Lucas",1977,121,12,7.5
"2018-08-09 13:00:00","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",COMEDY,"Stanley Kubrick",1964,95,12,8.5
"2018-08-10 10:00:00","The Truman Show",COMEDY,"Peter Weir",1998,103,0,8.5
"2018-08-11 10:00:00","This Is Spinal Tap",COMEDY,"Rob Reiner",1984,82,16,7.5
"2018-08-11 12:00:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,7.5
"2018-08-11 16:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,8.0
"2018-08-11 18:30:00","Au revoir les enfants",DRAMA,"Louis Malle",1987,104,0,10.0
"2018-08-12 10:30:00","The Purple Rose of Cairo",COMEDY,"Woody Allen",1985,82,0,8.0
"2018-08-12 12:30:00","Clerks",COMEDY,"Kevin Smith",1994,92,16,6.5
"2018-08-12 15:00:00","Patton",BIOGRAPHY,"Franklin J. Schaffner",1970,172,0,6.5
"2018-08-13 10:30:00","Airlift",DRAMA,"Raja Menon",2016,130,12,8.5
"2018-08-13 13:30:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,7.0
"2018-08-13 17:30:00","Heat",CRIME,"Michael Mann",1995,170,12,7.5
"2018-08-14 10:30:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,8.0
"2018-08-14 14:30:00","Pâfekuto burû",ANIMATION,"Satoshi Kon",1997,81,12,8.0
"2018-08-14 17:00:00","The Purple Rose of Cairo",COMEDY,"Woody Allen",1985,82,0,7.0
"2018-08-15 10:30:00","This Is Spinal Tap",COMEDY,"Rob Reiner",1984,82,16,7.5
"2018-08-16 10:30:00","Blade Runner 2049",ACTION,"Denis Villeneuve",2017,164,12,6.5
"2018-08-16 14:00:00","La Grande Illusion",DRAMA,"Jean Renoir",1937,113,12,7.0
"2018-08-17 10:00:00","Hannah and Her Sisters",COMEDY,"Woody Allen",1986,107,12,8.5
"2018-08-18 10:00:00","Tonari no Totoro",ANIMATION,"Hayao Miyazaki",1988,86,0,8.5
"2018-08-18 12:30:00","Tonari no Totoro",ANIMATION,"Hayao Miyazaki",1988,86,0,7.0
"2018-08-18 14:30:00","Clerks",COMEDY,"Kevin Smith",1994,92,16,7.0
"2018-08-18 17:00:00","Die Hard: With a Vengeance",ACTION,"John McTiernan",1995,128,12,8.0
"2018-08-19 10:30:00","Heat",CRIME,"Michael Mann",1995,170,12,6.5
"2018-08-19 14:30:00","La haine",CRIME,"Mathieu Kassovitz",1995,98,12,8.5
